id,protocol,page_number,text,merge_type
i-PTawi13Zw422guiinm9kEH,riksdagen-records/data/1894/prot-1894--ak--045.xml,,"
          Onsdagen den 2 Maj, e. m. [SPLIT]11
        ",
i-CVL4ShEFYHx5XZkMuuXCgm,riksdagen-records/data/1895/prot-1895--ak--005.xml,,"
          Ledamöter i tillfälliga utskottet n:o 1:
        ",
i-RKB8cvatv9F3Vznxh1pqvY,riksdagen-records/data/1897/prot-1897--ak--006.xml,,"
            såldes denna häst till en hästhandlare i Örebro och visades för
            ett [SPLIT]Ang. ut[SPLIT]annat nummer och approberades den 28 april 1896. Regements[SPLIT]arbetande
            ock [SPLIT]veterinären säger om denna händelse i sin förklaring till
            justitie[SPLIT]br före dm [SPLIT]ombudsmannen, att, om han hade vetat, att han
            förut kasserat [SPLIT]” rustoch
          ",
i-Ry7sMwpsPXRxzd4bPTeju2,riksdagen-records/data/1897/prot-1897--ak--027.xml,,"
            Ang. [SPLIT]och jag vill hvarken bejaka eller förneka det — så frågas,
            hvems [SPLIT]utskänkningen [SPLIT]missbruket är. Och till svar derpå vill jag
            instämma med gross[SPLIT]dd Idrycker [SPLIT]handlaren Johansson från Stockholm,
            som, sedan han i sitt anförande [SPLIT]vid statens [SPLIT]i fjol här i kammaren
            skildrat förhållandena i tredje klassens vänt-
          ",
i-Hh2TaiEmFwkrN4ibgN3F56,riksdagen-records/data/1898/prot-1898--fk--004.xml,,"
          herr Walin, GUStaf, mmerrnrrsesrinesarrn rrensrser ers enr ine
          nen sen ren oe med 53 röster, » Persson, NUSpossmmnssnsraserererrrinnrerenrnrrrern
          innnan örter srser ena » 50 >
        ",
i-PBezVELgsZ5DW98eswMuRn,riksdagen-records/data/1898/prot-1898--fk--020.xml,,"
          Höjning af [SPLIT]olägenheten att få in det s. k. tyska fröet, så bör
          man också [SPLIT]tullen åtallfrö. [SPLIT]söka göra det; det är nemligen hufvudsakligen
          uppblandadt med [SPLIT](Forts.) — [SPLIT]lärkträdsfrö, och den erfarenhet, jag
          har från de omkring 40 år, jag odlat skog, är, att der jag begagnat
          detta frö, har ganska tidigt och fort växt upp ungskog, men då
          den kommit till en obetydlig höjd, har den stannat i växten, antingen
          har den blifvit krypande eller
        ",
i-XYa2Ux1xZLsbSDKPDEjT5t,riksdagen-records/data/1900/prot-1900--ak--024.xml,,"
            Det är dock en allvarsam sak, enligt mitt förmenande, att uppskjuta
            en för vårt försvar så ytterst vigtig angelägenhet som denna.
          ",
i-QZtphrkuPXUUjoMrcze2Mo,riksdagen-records/data/1901/prot-1901--ak--024.xml,,"
          kapten att hufvudstupa kasta sig öfver förmenta fel, som begåtts
          [SPLIT]Ang. bestäm[SPLIT]inom handelsflottan, när det föreligger olyckor af
          samma slag inom [SPLIT]melser till [SPLIT]lotsverket, der man väl skall hafva
          fartyg af den allra bästa beskaffen[SPLIT]af de rg [SPLIT]het. Motionärerna
          synas förutsätta, att det nödvändigt skall finnas [SPLIT]""farten för[SPLIT]tvenne
          klassintressen bland sjöfartsidkare, nemligen redare och befäl[SPLIT]bundna
          faror. [SPLIT]hafvare å ena sidan samt det egentliga manskapet å den
          andra, [SPLIT](Forts.) [SPLIT]eller, hvad det skall kunna kallas på det moderna
          språket, en öfverklass och en underklass, hvars intressen om sjöfartsnäringen
          skulle vara rakt stick i stäf emot hvar andra. Men jag skall då
          be att få påminna om, att förhållandena i afseende på vår sjöfart
          på det stora hela taget icke äro sådana, åtminstone icke inom
          den betydande del af vår sjöfart, som bedrifves utefter kusterna
          på våra innerhaf, ty der utöfvas i regeln icke rederirörelsen
          på sådant sätt, utan på ett emellan redare, befäl och manskap
          mera kamratligt sätt. Det går nemligen oftast så till, att det
          är en familj eller några vänner, som köpa ett fartyg, och en af
          dessa personer blir befälhafvare. Ofta är ett sådant fartyg oassureradt,
          och korrektivet mot vårdslöshet och dylikt ligger då deri, att
          redare och befälhafvaren riskera sin gemensamma egendom samt befälhafvaren
          derjemte sitt lif på samma planka som besättningen. Ett annat
          år köpes ett annat fartyg, och då får någon af styrmännen öfvertaga
          befälet härå. Fäderna taga nemligen sina söner med sig på fartygen,
          der dessa uppfostras, icke för att stanna såsom matroser, utan
          för att i sin tur efterträda fäderna såsom befälhafvare. Derför
          får man här vid lag icke tala om befälhafvare och matroser såsom
          två skilda klasser, utan man får betrakta dem såsom tillhörande
          en gemensam klass och med gemensamma intressen. Skulle vi, såsom
          motionärerna förslagit, antaga dessa restriktiva bestämmelser,
          vore det, med ett ord, att omintetgöra den mindre sjöfarten utefter
          våra kuster, i händelse de komme att i praktiken tillämpas. Det
          skulle då endast återstå för vår sjöfart att bedrifvas af de stora
          kapitalisterna i städerna, som kunna utrusta de stora, förstklassiga
          ångarne. Jag frågar: äro vi verkligen beredda att dra ett streck
          öfver en loflig näring, nemligen den mindre sjöfarten, som visat
          sig vara af så stor vigt för Sveriges utveckling och som är den
          egentliga skolan för bildande af våra sjömän? Jag kan icke tillstyrka
          det, då jag är säker på, att det skulle bringa sorg och armod
          i månget hem vid våra kuster. [SPLIT]Jag är född ibland dessa menniskor,
          om hvilka jag nu talat, och jag har sjelf genomgått alla grader
          inom sjömansyrket, men jag har lyckligt kommit undan alla dessa
          olyckor, som motionärerna för oss utmålat och som man nu vill
          förekomma genom ytterligare lagar och bestämmelser. Några skärpta
          bestämmelser äro åtminstone icke behöfliga för den mindre sjöfarten,
          der förhållandena äro sådana, som förut påvisats, ty der uppfostra,
          som sagdt, fäderna sina söner till sjömän, och det sker icke efter
          lagparagrafer, utan efter andra och bättre betingelser. Derför
          kan jag icke vara med om detta,
        ",
i-CQob7n6H9a9xaXr3GLX8DZ,riksdagen-records/data/1904/prot-1904--ak--041.xml,,"
            en enskild motionär, han må vara militär eller icke, föreslår,
            huru [SPLIT]Om anslag till [SPLIT]skall det då gå med enhetligheten och planmässigheten?
            [SPLIT]fasta under: [SPLIT]Det är alldeles gilfvet, såsom också herr statsrådet
            och chefen [SPLIT]hyttorior vid [SPLIT]för sjöförsvarsdepartementet nyss omnämnde,
            att det finnes många [SPLIT]Oxdjupet och [SPLIT]och stora kraf på statskassan,
            hvad försvaret vidkommer. Och [SPLIT]stora inloppet [SPLIT]man måste naturligtvis
            mycket noggrannt väga dessa behof [SPLIT]fn a [SPLIT]mot hvarandra för att få
            fram det, som är mest trängande och [SPLIT]Forts a [SPLIT]nödvändigt. Ty våra
            tillgångar räcka icke till att tillgodose dessa [SPLIT]| 7 [SPLIT]alla på en
            gång. Men hvem skall i första rummet väga dessa behof mot hvarandra,
            till hvem skall Riksdagen lyssna, då det är fråga om att välja
            mellan dessa behof, som trängas med hvarandra, om icke till krigsstyrelsen?
            Jag kan icke förstå, hvart det skall taga vägen eljest. Så kommer
            Riksdagen sedan i sin ordning att pröfva de af Kungl. Maj:t framlagda
            behofven och se till, om enligt Riksdagens mening landets tillgångar
            förmå fylla dem. [SPLIT]Jag vill med detta hafva sagdt, att jag tror,
            att Riksdagen just på grund däraf, att Kungl. Maj:t, som vägt
            dessa behof mot hvarandra, ej funnit sig föranlåten att framlägga
            ett sådant förslag som det nu föreliggande, handlar säkrast och
            tryggast, om den för närvarande i enlighet med statsutskottets
            hemställan afslår förevarande motion. [SPLIT]Herr talman! Jag yrkar bifall
            till statsutskottets förslag.
          ",
i-KqHJemTSQ13JWHxY3bGbaA,riksdagen-records/data/1904/prot-1904--ak--043.xml,,"
            mannaansvar. Hvad beträffar det första skälet, har det haft sitt
            stora [SPLIT]upphörande [SPLIT]berättigande i gångna tider. Nu tror jag icke,
            att det har det. 1[SPLIT]27 [SPLIT]Cem befetts [SPLIT]alla fall har ju ingen människa
            satt i fråga, att innehafvandet af präst- [SPLIT]Jolkunderviss [SPLIT]ämbete
            skulle medföra diskvalifikation för val vare sig till ledamot
            [SPLIT]ningen, som [SPLIT]af eller ordförande i skolråd. Där det är förhållandet,
            att prästen [SPLIT]”utillkommer
          ",
i-Ln7xPneiJzj1Ha1z6s3u9B,riksdagen-records/data/1905/prot-1905--ak--023.xml,,"
            Det är visserligen sant, att hyrorna vuxit betydligt på dessa
          ",
i-HGEu3DHfr7SbcRggnpJF94,riksdagen-records/data/1905/prot-1905--ak--045.xml,,"
          Ang. ändring [SPLIT]medborgare rätt att under det skydd, som tillkommer
          lagligen [SPLIT]af, vissa delar [SPLIT]inkallade krigsmän, värja mot inkräktare
          sina hem, sina famil-
        ",
i-W1BGQRXcHRBcmBnHnK7C7N,riksdagen-records/data/1907/prot-1907--ak--020.xml,,"
            aktigt, som jag redan antydt, göras. Med sådana erfarenheter
            kan [SPLIT]Ang. anslaget [SPLIT]jag icke finna, att försiktighet härvidlag är
            att tillråda. Ty icke lär [SPLIT]'i! arfvoden [SPLIT]det vara Riksdagens mening,
            att postbetjänte skola genom särskilda [SPLIT]poslbeljänte [SPLIT]kurser, som
            de få undergå, utbildas till förste postbetjänte, så att de [SPLIT]för
            tjänst[SPLIT]kunna uträtta de åligganden, som åligga förste postbetjänte,
            men sedan [SPLIT]göring såsom [SPLIT]icke vinna befordran. Det kan jag icke
            tänka mig är Riksdagens[SPLIT]förmän m.m. [SPLIT]mening. Det lär emellertid
            vara händelsen, att detta ägt rum, och [SPLIT](Forts.) [SPLIT]det, just med
            hänvisning till och under åberopande af det uttalande,
          ",
i-DEk3Wbc6qMj1vW9vbtr6cm,riksdagen-records/data/1907/prot-1907--ak--068.xml,,"
            Under sådana förhållanden förstår jag icke, huru herr Räf på
            den grund, han nu angifvit, kunnat yrka afslag.
          ",
i-Co64vXbSVBMFBMi2YAgpTG,riksdagen-records/data/1908/prot-1908--fk--058.xml,,"
          12 [SPLIT]Onsdagen den 20 Maj, e. m.
        ",
i-RdSgkfAnnpAM65ZwbjMH4D,riksdagen-records/data/1909/prot-1909--fk--032.xml,,"
            Uti en på sin tid mycket uppmärksammad skrift > Natur och onatur
            i fråga om svensk rättstafning», 1886, kritiserar professor
          ",
i-GMD3Um6uoWYe62ujS482t8,riksdagen-records/data/1909/prot-1909--fk--038.xml,,"
            dem, som återfinnas uti de socknar, som lyda under lagen. I motio-
            [SPLIT]Ifrågasatt [SPLIT]nerna framhålles särskildt Ljusdals socken, där bolagens
            jordför[SPLIT]utvidgning [SPLIT]värf under tiden från år 1895 till år 1900 ökats
            från 12,2 procent till [SPLIT]drgle [SPLIT]41,1 procent af hela mantalet. Ser
            man på förhållandena enligt den [SPLIT]= förbud i [SPLIT]sista femårsberättelsen,
            finner man, att denna ökning jämväl fortgått[SPLIT]vissa fall för [SPLIT]under
            den senaste femårsperioden med omkring 20 procent, d. v. s. [SPLIT]bolag
            och [SPLIT]att bolagens förvärf under denna tid ökats från 38 till i
            rundt tal 48[SPLIT]7 Re rg [SPLIT]mantal. Hvad beträffar hela Gäfleborgs län,
            visar förvärfsökningen [SPLIT]fast egendom. [SPLIT]där under perioden 1900—1905
            en stegring från 317 till 481 mantal [SPLIT]= (Forts.) [SPLIT]en ökning af ungefär
            34 procent. Procenttalen äro visserligen något olika inom länets
            olika delar samt något högre inom Hälsingland än inom Gestrikland,
            men i allt fall synes mig, att de siffror, som nu föreligga dels
            enligt de sista femårsberättelserna från Konungens befallningshafvande,
            dels enligt Norrlandskommitténs betänkande, icke föranleda till
            annan logisk slutsats, än att det är fullkomligt lika befogadt
            att låta lagen tillämpas på länet i dess helhet som på de under
            lagen lagda socknarna.
          ",
i-WzF7mAaG5aYDtHRAygZfiE,riksdagen-records/data/1910/prot-1910--fk--023.xml,,"
          Vinner Nej, har Riksdagen, i likhet med Andra kammaren, afslagit
          såväl hvad utskottet hemställt som hvad Kungl. Maj:t föreslagit.»
          |
        ",
i-E19wJVoRCSGfzPx82z2h6s,riksdagen-records/data/1911/prot-1911--ak--041.xml,,"
          Punkterna 73 och 74. [SPLIT]Hvad utskottet hemställt bifölls.
        ",
i-QUJfqvYA41ASd3tv7wowKz,riksdagen-records/data/1911/prot-1911--ak--048.xml,,"
            Nu säger man ju, att inom Skåne och äfven vissa delar af
          ",
i-3kYEANuodN28zKWvXntQwA,riksdagen-records/data/1912/prot-1912--ak--023.xml,,"
            för framstår icke för dem fiskerätten såsom något kraf. Men om
            [SPLIT]Orm upplåtelse [SPLIT]någon jurist skulle hitta på, att deras fiske är
            olagligt, och om [SPLIT]Å Se [SPLIT]detta skulle blifva fastslaget, skulle detta
            för brukarna kunna med[SPLIT]j;onoparker [SPLIT]föra men. Detta är en fråga,
            som motionärerna likaledes velat[SPLIT]och öfverlopps[SPLIT]hafva klargjord.
            [SPLIT]marker inom [SPLIT]Vidare står det i kontrakten, att brukaren icke får
            hos sig [SPLIT]I” te fåne d [SPLIT]hysa obehöriga eller vanfrejdade personer.
            Om han vägrar att på [SPLIT]AS [SPLIT]tillsägelse aflägsna sådana personer,
            så mister han sin besittnings- : rätt. Nu mena brukarne, att jägmästaren
            icke bör ha rätt att lägga sig i, hvilka personer som de hysa
            i sitt hus; bonden bredvid får ju ha hvilken som helst i sin byggnad,
            men i brukarnas kontrakt står att de icke få hysa någon obehörig.
            Nu är det visserligen så, att det förekommer nog ytterst sällan,
            att denna bestämmelse tilllämpas, men det måste ju alltid kännas
            obehagligt, att det skall vara kontraktsbrott, så snart som man
            har i sitt hus personer, som icke tillhöra familjen; detta blir
            för brukarna en än vidrigare bestämmelse. Den norrländska arrendelagen
            är i detta afseende icke alls så sträng mot arrendatorerna, som
            hvad kronan här är emot sina brukare. I nämnda lag heter det nämligen
            härom, att arrenderätten vare förverkad och jordägaren förty berättigad
            uppsäga aftalet, om arrendator å fastigheten för eller tillåter
            andra föra ett lastbart eller lösaktigt lefverne, så att egendomen
            däraf varder beryktad. Kronotorparne kunna väl få komma i samma
            ställning i detta afseende åtminstone som bolagsarrendatorerna.
            Till skillnad från det föregående här, nyss föredragna betänkandet
            finnes i detta utlåtande knappast ett enda uttryck af medkänsla
            med dem, det här gäller, och det göres knappast något erkännande
            af riktigheten utaf hvad motionärerna anmärkt. Den af dessa brukare,
            som framförde petitionen till mig, yttrade bland annat: Vi ha
            så oerhördt hårdt lif där uppe och vi måste dessutom stå på tå
            för jägmästarna både för det ena och det andra, och det är en
            allmän åsikt bland oss, att om vi icke hade våra familjer och
            vore så fattiga, skulle vi absolut emigrera till Amerika, men
            vi äro nu bundna vid torfvan och vid de fattiga förhållandena
            däruppe. Jag vill säga, att om de få läsa detta utskottsbetänkande,
            kommer sannerligen icke deras emigrationslust att blifva mindre,
            och därför ber jag, herr talman, att få yrka bifall till motionen.
          ",
i-ND2kzXM2Ldf7RgUCA8AYur,riksdagen-records/data/1912/prot-1912--fk--027.xml,,"
          Den, som vill, att Kammaren skall antaga det förslag, som innefattas
          i den af herr Bellinder m. fl. vid konstitutionsutskottets utlåtande
          nr 10 afgifna reservation, röstar
        ",
i-XciPT3am8mEALkpsKvxdxV,riksdagen-records/data/1912/prot-1912--fk--028.xml,,"
            Jag får till slut uttala den förhoppningen, att det skall visa
            sig, att frågan har sådan vikt, att en person, som bättre än jag
            kan föra dess talan, upptager densamma. Den kommer att få
          ",
i-63Ptjh6H9FELyQhCtThJGq,riksdagen-records/data/1913/prot-1913--ak--043.xml,,"
          Ang. lag om[SPLIT]jag förra gången hade ordet, alla äro ense i sak och
          frågan [SPLIT]behandling [SPLIT]endast gäller, om det är lämpligt att i lagen
          intaga en viss be[SPLIT]av alkoho- ”'. ? . YE an = ma < so lister m.
          m. [SPLIT]Stämmelse eller ej. Vi äro ense om, att det är högst angeläget,
          [SPLIT](Forts) [SPLIT]att när en alkoholist, som varit internerad, utsläppes
          från anstalten, det då också är sörjt för honom så, att han får
          arbete och kommer i passande omgivning, så att han såvitt möjligt
          undgår de frestelser, som kunna föranleda återfall. Vi äro också
          övertygade om, att den nykterhetsnämnd, som föranstaltat om hans
          intagande eller, om det varit en enskild person, denne är så intresserad
          av att personen i fråga fortfarande bibehåller de goda vanorna
          från anstalten, att de också göra allt vad de kunna, för att bereda
          honom så gynnsamma levnadsförhållanden
        ",
i-6uSWzrUhADZAPW6sBqsRst,riksdagen-records/data/1914/prot-1914-a-ak--006.xml,,"
            Beträffande slutligen vallöftena, så talade herr statsministern
            om dem, och han vidhöll där sin ståndpunkt gent emot de uttalanden,
            som av mig citerats från annat liberalt håll, och jag förstod,
            att, när han anlade den ståndpunkten i sitt tal i Karlskrona,
            i ett överlagt och på förhand skrivet tal, han icke skulle ändra
            densamma, men likaväl anser jag, att man måste anmärka på den
            ståndpunkten. Han säger, att varför det icke vore riktigt att
            förebrå honom en ändrad uppfattning i denna sak, det skulle bero
            på två saker. För det första, då man säger, att det liberala programmet
            från 1911 skulle innehållit, att försvarskostnaderna skulle nedsättas,
            så svarar han, att det påståendet kan han icke tillmäta någon
            stor vikt, ty det är icke på det viset, säger han. Emellertid
            innehåller det liberala programmet från 1911 i denna del följande
            uttalande: »Skyndsam utredning i enlighet med Andra kammarens
            beslut vid årets riksdag i syfte att såväl genom direkta indragningar
            och besparingar som genom planmässig kostnadsbegränsning för framtiden
            reglera försvarsbördorna, så att de komma att stå i rimligt förhållande
            till landets bärkraft och giva nödigt utrymme för andra viktiga
            statsbehov» Låt mig fortsätta med en punkt, som jag strax skall
            återkomma till. Den lyder: »Utredningen bör jämväl klargöra, huruvida
            icke genom kloka anordningar den nuvarande övningstiden för de
            värnpliktiga skulle kunna nedsättas.» Det är naturligtvis ytterst
            svårt att kunna läsa denna första punkt i programmet så som om
            därmed icke avsetts en nedsättning i utgifterna, men om den avsett
            det eller ej, det har ju för frågan egentligen icke någon betydelse,
            då herr statsministern i varje fall icke anser, att den punkten
            är för honom bindande såsom vallöfte. Men kommer han till den
            andra frågan, frågan om övningstiden, och man där förebrår honom,
            att han icke som vallöfte räknar frågan om utsträckning av övningstiden
            för vissa specialvapen, för studenterna o. s. v., så försvarar
            han sig med, att redan 1901 talades det om, att beträffande specialvapnen
            var det något annat.
          ",
i-WuroHMtZLvKheRZUSgfP6T,riksdagen-records/data/1914/prot-1914-a-ak--006.xml,,"
            Herr Palmstierna anförde i sitt yttrande här, att det fanns åtskilliga
            saker, som försummats. Jag tror, att jag kan understryka detta,
            så mycket har jag funnit av de papper, jag varit i i tillfälle
            att se. Om det vore möjligt att öppna en debatt om detta, så tror
            jag, att vissa av de herrar, som nu äro synnerligen högröstade,
            skulle bli tvungna att nedstämma tonen åtskilligt.
          ",
i-64wU526Nymj2F7vG61xbxr,riksdagen-records/data/1915/prot-1915--ak--027.xml,,"
            att det i sådant fall skall visa sig mycket svårt eller oranjligt
            att
          ",
i-A3SFCXkWw7pACT93C81tbF,riksdagen-records/data/1915/prot-1915--ak--027.xml,,"
            det goda förhållandet mellan befäl och underordnade, och det
            sy-
          ",
i-BXXwBtz7ENzfrRDsjuTnCC,riksdagen-records/data/1915/prot-1915--ak--062.xml,,"
            av 1914 års härordning, varit angeläget, att innan den fram.
            [SPLIT]Vid remiss av [SPLIT]lade ett sådant förslag, den lämnat riksdagen upplysning,
            i [SPLIT]AT Ni [SPLIT]vad mån man tänkte använda det befälsmaterial, som utgjordes
            [SPLIT]tr A [SPLIT]av personer, som genomgått militära utbildningsanstalter
            och [SPLIT](Forts) [SPLIT]som använts som korpraler eller i underbefälsgrad.
            Jag anser detta så mycket mera befogat, som det här gäller personer
            i en ålder av 35, 36 och 37 år, om vilka man kan säga, att de
            vid denna ålder ha sina tyngsta familjeförsörjningsplikter.
          ",
i-7HhKUrqJYNqKCj2yWLpL48,riksdagen-records/data/1917/prot-1917--ak--076.xml,,"
          Ang. inställande av militärövningarna tillsvidare under år 1917.
          (Forts.)
        ",
i-MJCm1nbnsvoGZtJP5KNHQA,riksdagen-records/data/1917/prot-1917--fk--034.xml,,"
          Om innehava[SPLIT]även av en komminister. Och för övrigt finns det i
          vårt land flera [SPLIT]pe aläskra [SPLIT]församlingar, där man just på detta
          sätt tillsätter icke endast sina [SPLIT]bibehållande [SPLIT]Pastoratsadjunkter,
          utan även sina kyrkoherdar och komministrar, [SPLIT]vid befattnin[SPLIT]och
          dessa församlingar tillhöra de mest bemärkta i riket, och de [SPLIT]gen,
          då denna [SPLIT]kyrkoherdeoch komministerbeställningar, över huvud taget
          de [SPLIT]ET till [SPLIT]prästerliga beställningar, som finnas i dessa församlingar,
          brukar [SPLIT]ommintisters- 09: tjänst. [SPLIT]MAN ANSE som de mest maktpåliggande.
          Öch om det kan vara en [SPLIT](Forts) = [SPLIT]tillräcklig procedur att på detta
          sätt tillsätta präster i dessa församlingar, torde väl samma procedur
          vara tillfredsställande även i nu förevarande fall. Från procedurens
          synpunkt synes det mig alltså ej möta hinder att förvandla pastoratsadjunkten
          till komminister. Mina betänkligheter mot denna utväg äro av en
          annan och mycket enklare art. Jag tycker nämligen, att man skall
          iakttaga en viss varsamhet med titlar och icke etikettera om folk
          i onödan. Det sy-' [SPLIT]nes mig, att den, som har blivit pastoratsadjunkt,
          utan skada kan förbliva detta, till dess han i annan föreskriven
          ordning blir befordrad till komminister eller kyrkoherde.
        ",
i-6QkZVfjgPsPfHA6ugy1eHA,riksdagen-records/data/1917/prot-1917--fk--034.xml,,"
            skolor och sko[SPLIT]skriva i frågan, synes det mig icke tillfredsställande,
            om den upp-
          ",
i-36QC8EVBJufVM6y6Q85Skx,riksdagen-records/data/1917/prot-1917--fk--034.xml,,"
            Vad den föreliggande frågan beträffar anhåller jag, herr talman,
            att få yrka bifall till reservationen.
          ",
i-GFeVBi3C9S1aSfb13awwAA,riksdagen-records/data/1918/prot-1918--ak--020.xml,,"
          i motionen nr 171, av herr Ingvarson m. fl., att [SPLIT]rilsdagen måtte
          besluta att i skrivelse till Kungl. Maj:t anhålla, att Kungl.
          Maj:t måtte skyndsammast möjligt utfärda förbud mot tillverkning
          och försäljning av rusdrycker att gälla tills vidare och tills
          riksdagen annorlunda beslutade.
        ",
i-8C3RLVjhTiMtBTtGisqR6D,riksdagen-records/data/1918/prot-1918--ak--077.xml,,"
          2 [SPLIT]Fredagen den 14 juni.
        ",
i-5GQ1fWXu5XUazf335ypN7j,riksdagen-records/data/1919/prot-1919--ak--056.xml,,"
          nog a mark [SPLIT]utfallit med övervägande ja för den förra propositionen.
          Votering
        ",
i-NhwmWHfi6Tn91yyBmk3ECt,riksdagen-records/data/1919/prot-1919-urtima-ak--010.xml,,"
          . Ja; Den, det ej vill, röstar Nej;
        ",
i-JN1sQD7CpbXLuLiZ6mLo6R,riksdagen-records/data/1920/prot-1920--ak--038.xml,,"
            Utskottet säger nu helt kort och gott, att det anser fortfarande
            :samma skäl som de förlidet år anförda tala emot i motionen före-
          ",
i-GDBuBj5ps53npQqp2U6Y1o,riksdagen-records/data/1921/prot-1921--ak--001.xml,,"
          2 [SPLIT]Måndagen den 10 januari.
        ",
i-53ZpJunkd4X4v2KgRUMGYa,riksdagen-records/data/1922/prot-1922--ak--027.xml,,"
          I fråga om tullsatserna å vissa slag av spannmål m. m. (Forts.)
        ",
i-D1eBqN7fgGv9gP6ZymrY7A,riksdagen-records/data/1923/prot-1923--fk--024.xml,,"
            Herr Lindhagen förebrådde oss, som i utskottet representera de
            socialdemokratiska och liberala partierna, att vi skulle slaviskt
            ha följt ordförandens, herr Borells ledning. Herr Borell skulle
            rent av ha lindat oss kring sitt lillfinger, såsom han uttryckte
            sig. Så är nu alls inte fallet.
          ",
i-777rC2cGajbPtLGxUgt7hi,riksdagen-records/data/1923/prot-1923--fk--024.xml,,"
            Nu har emellertid utskottet, såvitt jag förstår, fått alldeles
            om bakfoten, vad principens vidsträcktare tillämpning innebär,
            då det sä-
          ",
i-HU8VqXQ3nkWVv9M9KUSfgv,riksdagen-records/data/1924/prot-1924--ak--029.xml,,"
            Mina damer och herrar! Jag kunde i likhet med mina partivänner
            inskränkt mig till att yrka bifall till herr Hagmans yrkande,
            men då jag redan hade begärt ordet, får jag i alla fall tillfälle
            att säga några ord i denna ytterst viktiga fråga. [SPLIT]i
          ",
i-34VbMcfbSsUnH8hxcwSsA5,riksdagen-records/data/1926/prot-1926--fk--003.xml,,"
            att det även är andra faktorer, som spela in. Av de indragningar,
            som ägt
          ",
i-UZ8XPLpnhQYYPcRJVEiFmR,riksdagen-records/data/1926/prot-1926--fk--003.xml,,"
            got sätt ger upphov till ökade statsinkomster, måste jag verkligen
            lyckönska [SPLIT]Statsverks[SPLIT]regeringen till att kunna framlägga frågan
            vid denna Tiksdag. utan att på nå- [SPLIT]Poposthonen. [SPLIT]got sätt hava
            talat om, huru man skall kunna få medel för att betäcka de här-
            [SPLIT](Förts:) [SPLIT]igenom föranledda utgifterna! Jag vet visserligen, att
            man har förberett saken med en ökning av arhbetskrafterna i socialstyrelsen,
            varom jag nyss talade, men jag undrar, på vilket sätt utgifterna
            i övrigt skola kunna täckas. Men vi få kanske sedermera reda på
            detta. Nu är det tydligen behagligt för regeringen att kunna lägga
            fram en sak, av vilken den är intresserad, utan att samtidigt
            behöva lägga fram det obehagliga, som den kan medföra, nämligen
            ökade kostnader. Det är emellertid en fråga, huruvida ett sådant
            förfarmgssätt kan vara riktigt. Såsom jag nyss sade, anser jag
            för min del, att hela finansministerns resonemang om de automatiskt
            växande anslagens täckande är fullkomligt felaktigt. Dessa anslag
            äro ytterst ömtåliga saker i en budget. I vissa fall äro de nödvändiga,
            i andra åter icke. Vad är det man under dessa förhållanden bör
            göra? Jag tillät mig att vid förra årets remissdebatt fästa uppmärksamheten
            på att den rätta vägen är icke att sitta med armarna i kors och
            låta anslagen automatiskt växa och samtidigt hoppas, att medel
            skola komma någonstans ifrån för att täcka dem, utan det riktiga
            är att ge sig allvarligt in på dessa anslag och undersöka de bestämmelser,
            som föranleda den automatiska ökningen av desamma, och därvid
            se till, om icke bestämmelserna kunna och böra ändras. Vad hjälper
            det, om man gör en liten besparing här och en liten besparing
            där i budgeten, när det i samma budget finns en massa stora anslag,
            som äro så anordnade, att de med en kraft, som ingen kan behärska,
            växa ut för varje år? Såvitt jag förstår, är den av mig anvisade
            vägen den rätta. Ett sådant förfaringssätt bör också draga med
            sig den konsekvensen, att man noga överväger kostnaderna, när
            man kommer fram med nya anordningar och förslag till ny lagstiftning.
            När man lägger fram ett förslag, som föranleder utgifter, skall
            man i samband härmed tydligt och klart visa, vad de komma att
            kosta och varifrån man skall taga medlen för att kunna betala
            dem. Annars kommer man ständigt att få känna det obehag, som finansministern
            nu känner, då han söker försvara, att han i själva verket icke
            tagit hänsyn till att den automatiska ökningen av vissa anslag
            kräver särskilda medel. Nu är det ju visserligen sant, att frågan
            i föreliggande fall närmast gäller en följande statsreglering,
            men den, som lägger fram en budget, som gör anspråk på att vara
            sund, får väl icke helt och hållet se bort ifrån följande statsregleringar.
          ",
i-3GBHTKZdddgzEp2SoyTsUm,riksdagen-records/data/1928/prot-1928--fk--032.xml,,"
            Ifall man ställer sig på den ståndpunkten, att det är rimligt,
            att läkarna få taga emot honorar från patienter på halvenskilt
            eller enskilt rum, varför skola icke sanatorieläkarna principiellt
            sett få ha samma rättighet? Jag kan för min del icke finna det
            vara rättvist, och därför ber jag, herr talman, att få yrka återremiss
            även på $ 19 för vinnande av rättelse i det avseende jag i min
            motion påyrkat.
          ",
i-YDugPEugvsqmfs2pbdEz4y,riksdagen-records/data/1928/prot-1928--fk--035.xml,,"
          96 [SPLIT]Fredagen den 25 maj e. m.
        ",
i-WVkYTsvbv1bdWSbkREDsp9,riksdagen-records/data/1928/prot-1928--fk--035.xml,,"
          126 [SPLIT]Fredagen den 25 maj e. m.
        ",
